sample_rank,question_item_id,question_class_id,channel,topic,risk_group,answer_classification,answer_quality,customer_question_safe,context_summary,historical_manager_answer_safe,historical_answer_presence,client_followup_observed,technique,unsafe_reasons,outdated_or_unverified_fact_risks,usable_as_example,usable_as_fact,safe_pattern_summary,safe_pattern_template,required_fact_keys,bot_permission,answer_evidence_status,occurred_at,source_ref
423,question_item:12087b98952e78a7f10ece3edba49912,question_class:a2d5c041b7f1b74f6ac7ec9598acdc1c,telegram,обратная связь,safe,good,good_candidate,"Оставлял заявку на обратный звонок, не позвонили( пытался дозвониться самостоятельно, никто не отвечает.",класс: обратная связь / ручной разбор: общий вопрос по связи; продукт: не указан; формат: не указан; нужны факты: [],Добрый день! Какая смена Вас интересует?,present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],draft_only_needs_review,draft_answer_exists_needs_review,2025-06-24T14:53:59+00:00,telegram:local_vm_2024-[дата]#dialog=643e210e1fe4;message=12397;part=1
424,question_item:267ac2c8a4cca198b3ec02e2d21528bc,question_class:57a404cbdedf9f01f32eab1dd7b127fd,call,обратная связь,safe,good,good_candidate,Клиент перезвонил по пропущенным звонкам и подтвердил предварительную запись ученик на математику для 4 класса на будущий учебный год.,класс: обратная связь / просьба перезвонить / математика / 4 класс; продукт: не указан; формат: не указан; нужны факты: [],"Да, вижу вашу предварительную запись: ученик, математика, 4 класс. На будущий учебный год есть онлайн-группа по субботам актуальное окно записи, старт актуальное окно записи, письмо уже отправили на почту. Скажите, это время вам предварительно подходит? Если нужно подумать, я могу менеджер свяжется с вами после проверки и зафиксировать место.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],draft_only_needs_review,draft_answer_exists_needs_review,2025-07-22T16:30:46+00:00,call:enriched_reviews.csv#moment=0b2fa91c009b
425,question_item:26dde66b02da9ed578a4adab3e27d59f,question_class:713ce8257b6c58c8242a6830ca4a1f94,call,обратная связь,safe,good,good_candidate,"Клиентке сейчас неудобно говорить, она просит перезвонить через час.",класс: обратная связь / просьба перезвонить; продукт: не указан; формат: не указан; нужны факты: [],"Конечно, ученик. Тогда я перезвоню вам через час, примерно в актуальное окно записи, чтобы коротко уточнить актуальность поездки и ответить на вопросы. Спасибо, до связи.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],draft_only_needs_review,draft_answer_exists_needs_review,2026-03-09T13:08:11+00:00,call:enriched_reviews.csv#moment=e7418da43b97
426,question_item:27ebcce9e39750c0116ea479a1d1bd65,question_class:7abf7acdb23b670cb7dbad2bdbc2b038,call,обратная связь,safe,good,good_candidate,"Клиент перезванивает на пропущенный звонок и сообщает, что сейчас нет возможности поговорить с родителем.",класс: обратная связь / развернутый пересказ разговора; продукт: не указан; формат: не указан; нужны факты: [],"Понимаю, сейчас неудобно. Я звонила по учебному вопросу, который лучше обсудить с родителем. Когда вам будет удобно, чтобы я менеджер свяжется с вами после проверки или менеджер свяжется с вами после проверки с темой.",present_redacted,not_reconstructed,понятный следующий шаг,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2026-01-14T15:31:40+00:00,call:enriched_reviews.csv#moment=5bb2677b9eff
427,question_item:20d9a97ad36549a6f01fb3e372d49eac,question_class:d263bdce9890049e64dca980f005ae95,telegram,скидки,commercial,outdated,needs_current_fact_check,"А потом, если мы выдержим ранние подъемы, то оплатим семестр со актуальные варианты, так можно?",класс: скидки / скидка уже учтена; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],"актуальные варианты действует до актуальное окно записи. Далее будет действовать прайс актуальное окно записи уч. года. за 1-й семестр (20 занятий) — актуальную стоимость, за 2-й семестр (15 занятий) — актуальную стоимость, за год (35 занятий)— актуальную стоимость",present_redacted,not_reconstructed,объяснение порядка,,requires_current_discount|answer_status_requires_current_fact|review_requires_actual_fact_check,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-07-23T11:12:16+00:00,telegram:local_vm_2024-[дата]#dialog=3ae[номер]fae;message=12665;part=2
428,question_item:25506c2428faa40c6693b269f829c479,question_class:8ca728d3f7ca5d92c626e2313a3ac785,telegram,скидки,commercial,outdated,needs_current_fact_check,"Скажите, пжл, вы кого учитываете по актуальные варианты?",класс: скидки / проверка акции или скидки; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],"Мы учитываем Татьяну, как друга. За нее можно получить кешбэк.",present_redacted,not_reconstructed,объяснение порядка,,requires_current_discount|answer_status_requires_current_fact,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2026-03-02T07:13:01+00:00,telegram:local_vm_2024-[дата]#dialog=3af8d3301ff5;message=16109;part=1
429,question_item:3edb87583b29594ac8085edfb2a525fb,question_class:e88cf26da8052be592ac09f066a94cf8,telegram,скидки,commercial,outdated,needs_current_fact_check,"Получается, актуальное окно записи актуальные варианты могут суммироваться?",класс: скидки / срок действия скидки; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],"Да, стоимость смены будет актуальную стоимость",present_redacted,not_reconstructed,короткий содержательный ответ,,requires_current_discount|answer_status_requires_current_fact,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-02-20T07:16:22+00:00,telegram:local_vm_2024-[дата]#dialog=5515dd029ada;message=10836;part=1
430,question_item:3fef88f51ef0c21fa51526a60c22c60d,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,needs_current_fact_check,"Подскажите, какая будет стоимость и есть ли актуальные варианты для сотрудников физтеха?",класс: скидки / общий вопрос о скидке; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],Сейчас стоимость при актуальное окно записи актуальную стоимость Уточним по дополнительной актуальные варианты и напишем Вам. 🙏🏼,present_redacted,not_reconstructed,запрос нужных данных,,requires_current_discount|answer_status_requires_current_fact,false,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-05-13T10:02:14+00:00,telegram:local_vm_2024-[дата]#dialog=0f74d[номер];message=11687;part=1
431,question_item:427f10c4637275c96efa5a4418b315d7,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,needs_current_fact_check,"Не подскажите есть ли актуальные варианты, с учетом того, что он был в прошлом году.",класс: скидки / общий вопрос о скидке; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],Добрый день! С учетом персональной актуальные варианты при оплате актуальное окно записи стоимость будет составлять актуальную стоимость Записать ученика на выбранные даты?,present_redacted,not_reconstructed,короткий содержательный ответ,,requires_current_discount|answer_status_requires_current_fact,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-03-18T07:26:29+00:00,telegram:local_vm_2024-[дата]#dialog=01b2ca0c7175;message=11098;part=2
432,question_item:4c308c7fc9c908e78ff7c73d43f5a9b7,question_class:4aef9c6ba9c33b0fb33441ef1e41a734,telegram,скидки,commercial,outdated,needs_current_fact_check,"Мне сказали, что многодетным можно получить актуальные варианты.",класс: скидки / скидка за нескольких детей; продукт: не указан; формат: не указан; нужны факты: ['discount.current'],"Да, нужно будет заполнить заявление и прислать необходимые документы.",present_redacted,not_reconstructed,запрос нужных данных,,requires_current_discount|answer_status_requires_current_fact,false,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",['discount.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-09-11T14:52:45+00:00,telegram:local_vm_2024-[дата]#dialog=265cc5a76a25;message=13349;part=1
433,question_item:05f77c42a00b4054b1ae9f233b01fb97,question_class:752b01c7ec3718c0a8b3ec28dbd71222,call,адрес / очная площадка,safe,outdated,needs_current_fact_check,"Клиентка не узнает название учебного центра и хочет уточнить у ученицы, где именно она занималась и актуальна ли повторная запись.",класс: адрес / очная площадка / адрес площадки; продукт: не указан; формат: не указан; нужны факты: ['location.current'],"Галина, да, это учебный центр ФОТОН, у нас в прошлом году были онлайн занятия по математике и физике. Понимаю, что название могло не запомниться. Уточните, пожалуйста, у дочери, актуальны ли ей занятия на этот учебный год, а я менеджер свяжется с вами после проверки после актуальное окно записи и предложу варианты только по тем предметам, которые вам нужны.",present_redacted,not_reconstructed,запрос нужных данных,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,false,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-08-27T17:31:06+00:00,call:enriched_reviews.csv#moment=7aeb[номер]
434,question_item:0a1f66fa8f0144657d5d5b57d5f2c4ba,question_class:752b01c7ec3718c0a8b3ec28dbd71222,telegram,адрес / очная площадка,safe,outdated,needs_current_fact_check,где впр прорешивают и шк программу проходят,класс: адрес / очная площадка / адрес площадки; продукт: не указан; формат: не указан; нужны факты: ['location.current'],Углубленная математика с элементами разбора олимпиад.,present_redacted,not_reconstructed,короткий содержательный ответ,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2026-02-23T07:07:03+00:00,telegram:local_vm_2024-[дата]#dialog=b7d667eeea7f;message=15951;part=1
435,question_item:0de19bc8476a08c32a2d3bdeea9fff8b,question_class:752b01c7ec3718c0a8b3ec28dbd71222,telegram,адрес / очная площадка,safe,outdated,needs_current_fact_check,"Адрес: адрес, который подтвердит менеджер, д.",класс: адрес / очная площадка / адрес площадки; продукт: не указан; формат: не указан; нужны факты: ['location.current'],"Добрый день! Подскажите, пожалуйста, ранее занимались на наших курсах?",present_redacted,not_reconstructed,запрос нужных данных,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,false,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-11-06T09:55:38+00:00,telegram:local_vm_2024-[дата]#dialog=564e2c9d8d60;message=14065;part=2
436,question_item:163d97fec26ed9a349d5afdbf03d1eea,question_class:7fd913ace89847dd160e0818cd0f4222,call,адрес / очная площадка,safe,outdated,needs_current_fact_check,"Клиент не может найти на сайте распорядок дня по очному летнему физмат/IT лагерю и просит подсказать, где он находится.",класс: адрес / очная площадка / адрес площадки / летняя школа / очно; продукт: летняя школа; формат: очно; нужны факты: ['location.current'],"Понимаю, на странице блок действительно ниже и его легко пропустить. Я сейчас отправила вам прямую ссылку. Откройте ее, пожалуйста, и пролистайте до блока «Распорядок дня» под программой курса. Если не откроется, я останусь на линии и сориентирую по экрану.",present_redacted,not_reconstructed,короткий содержательный ответ,,requires_current_location|answer_status_requires_current_fact,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-06-30T15:02:01+00:00,call:enriched_reviews.csv#moment=8f7f5259b731
437,question_item:1a160ea7922fb849ab17b3fd31de47fe,question_class:02ac7a8d13f83ea29a7c38f337a62b75,call,адрес / очная площадка,safe,outdated,needs_current_fact_check,"Клиент уточнил, есть ли онлайн-формат для 5 класса, потому что ранее супруге сказали только про очный вариант в адрес, который подтвердит менеджер, а на сайте он увидел онлайн.",класс: адрес / очная площадка / город проведения / 5 класс / онлайн или очно; продукт: не указан; формат: онлайн или очно; нужны факты: ['location.current'],"Поняла вас: вам нужен именно онлайн для 5 класса, потому что ездить в адрес, который подтвердит менеджер неудобно, а на сайте вы увидели такой вариант. Сейчас переведу на специалиста по онлайн-программам, он точно подскажет доступные группы и расписание. Чтобы вам не пришлось повторять все с начала, зафиксирую: речь про 5 класс и онлайн-формат, верно?",present_redacted,not_reconstructed,запрос нужных данных,,requires_current_location|answer_status_requires_current_fact,false,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-09-05T19:05:10+00:00,call:enriched_reviews.csv#moment=c[номер]a9672
438,question_item:1f47e856da5c0b0dd0c1238acc62c80a,question_class:3ba8b41709d6a7af0c4c9ac52d57e6af,telegram,адрес / очная площадка,safe,outdated,needs_current_fact_check,То есть документы находятся по обоим адресам?,класс: адрес / очная площадка / ручной разбор: общий вопрос по месту проведения; продукт: не указан; формат: не указан; нужны факты: ['location.current'],"Добрый день! Документы у администратора. Она в актуальное окно записи будет на адрес, который подтвердит менеджер, который подтвердит менеджер, в актуальное окно записи на адрес, который подтвердит менеджер.",present_redacted,not_reconstructed,короткий содержательный ответ,,requires_current_location|answer_status_requires_current_fact,false,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,['location.current'],allowed_after_fact_check,template_ready_needs_current_fact,2025-02-28T07:02:46+00:00,telegram:local_vm_2024-[дата]#dialog=64edb33b4f8e;message=10897;part=1
439,question_item:062136efa0fe7b6f58e9901aff7ea848,question_class:17f1df4c90c35846981f775f98a1afa2,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиент говорит, что ей нужно обсудить с дочерью заинтересованность, при этом выражает лояльность к наш учебный центр и физике; решение по лагерю пока не принято.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа / физика; продукт: летняя школа; формат: не указан; нужны факты: [],"Конечно, в 16 лет важно, чтобы дочь сама захотела ехать. Обсудите с ней три вещи: интерес к физике/математике, готовность к проживанию и какую смену ей удобнее. Я зафиксирую, что вы рассматриваете июнь, и в актуальное окно записи свяжемся: отвечу на новые вопросы и проверю по местам, чтобы вы понимали, сколько времени есть на решение.",present_redacted,not_reconstructed,понятный следующий шаг,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],manager_only,manager_only,2026-03-25T14:43:00+00:00,call:enriched_reviews.csv#moment=ef336d3f818b
440,question_item:089cbaf598f0656a1e33d15681ad98bd,question_class:1cd77451832c78655f0b15113c6e7330,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиент уточняет, можно ли приехать в лагерь без готовой справки 079/у и дослать ее позже, а также просит отметить пропуск из-за торжественного вручения аттестатов и помочь с заданиями.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: [],"да, вы можете приехать актуальное окно записи, а справку 079/у дослать после готовности актуальное окно записи. Справку о санэпидокружении тоже возьмите отдельно, она действует короткий срок. актуальное окно записи я поставлю отметку, что ребенок будет на вручении аттестатов. После занятия попросим преподавателя или вожатого передать, что проходили и какие задания можно сделать, чтобы она догнала группу.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],manager_only,manager_only,2025-06-18T15:15:10+00:00,call:enriched_reviews.csv#moment=e110a33b64b8
441,question_item:143eb8f163553f0d99000a0306cdb0c2,question_class:1cd77451832c78655f0b15113c6e7330,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиент подтверждает заявку на летнюю выездную школу с 19 актуальное окно записи и уточняет сервисные детали, включая наличие бассейна и документы для смены.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: [],"Да, заявка на смену актуальное окно записи июля по физмату зафиксирована. Бассейна на этой смене не будет, поэтому справка именно для бассейна не нужна; нужны будут 079-О и справка о контактах ближе к заезду. Сейчас отправлю на почту подтверждение, действующие правила изменения или отмены услуги, квитанцию и ссылку на телеграм-канал. менеджер свяжется с вами после проверки; если не придет, позвоните нам, и мы продублируем.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],manager_only,manager_only,2025-05-19T12:07:01+00:00,call:enriched_reviews.csv#moment=5b7e8e827e5f
442,question_item:1d9a46adab385d741578039a921463c5,question_class:1cd77451832c78655f0b15113c6e7330,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиенту неудобна августовская смена, она спрашивает, есть ли места в июне или июле, но при отсутствии мест просит оставить актуальное окно записи на август и перезвонить при появлении вариантов.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: [],"понимаю, если август неудобен, лучше сейчас зафиксировать вас на июнь-июль как приоритет. Августовскую актуальное окно записи оставляю, направление физика-математика отмечаю. Подскажите, вам подходит весь июнь и июль или есть конкретные даты? Если место освободится, сразу звоню вам; параллельно могу дать контакт партнера, где похожая программа может быть в нужные даты.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],manager_only,manager_only,2025-11-15T17:04:32+00:00,call:enriched_reviews.csv#moment=73355cd65caa
443,question_item:285b2f2160a41943be509004c2ea16d3,question_class:1cd77451832c78655f0b15113c6e7330,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиент уточняет, сохранена ли запись ребенка в летнюю школу с актуальное окно записи и правда ли занятие может не состояться.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: [],"Понимаю, важно заранее знать, состоится ли смена. Сейчас проверю запись по ученик. Вижу, что оформление идет через другой филиал, поэтому переведу вас к администратору, который видит статус смены с актуальное окно записи. Если перевод прервется, я зафиксирую ваш вопрос и попрошу коллег перезвонить с подтверждением.",present_redacted,not_reconstructed,понятный следующий шаг,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],manager_only,manager_only,2025-06-25T12:47:13+00:00,call:enriched_reviews.csv#moment=19cc08ac8105
444,question_item:359b26929994a1a5d9bc18fe09040014,question_class:1cd77451832c78655f0b15113c6e7330,call,продолжение обучения / решение семьи,safe,good,good_candidate,"Клиент уточняет, состоится ли летняя школа с актуальное окно записи, почему родителей не уведомили об отмене, и просит перезаписать ребенка на другую смену.",класс: продолжение обучения / решение семьи / развернутый пересказ разговора / летняя школа; продукт: летняя школа; формат: не указан; нужны факты: [],"Да, к сожалению, смена с актуальное окно записи в главном корпусе наш учебный центр отменена. Извините, что информация не дошла до вас заранее, понимаю, что это неудобно. Могу сейчас поставить ребенка на смену с актуальное окно записи. Подскажите, пожалуйста, ФИО ребенка, и я зафиксирую перезапись; после этого мы отправим подтверждение и дальнейшие инструкции.",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],manager_only,manager_only,2025-06-25T12:48:18+00:00,call:enriched_reviews.csv#moment=8f917d7078f3
445,question_item:0a5650d39a4772458813a216b15928fa,question_class:15688911f7f5c93c11b64351074bcbb7,telegram,общий вопрос,safe,good,good_candidate,Интересует физика 8 класс,класс: общий вопрос / проверка интереса клиента / физика / 8 класс; продукт: не указан; формат: не указан; нужны факты: [],Добрый день! Вас интересует формат очно или онлайн?,present_redacted,not_reconstructed,короткий содержательный ответ,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2025-08-18T11:53:56+00:00,telegram:local_vm_2024-[дата]#dialog=9ab656a7bcc2;message=12931;part=2
446,question_item:217ce5eef55a04fcfae8bc4df006e2ad,question_class:1fb1c3ec06257fdfffef57f8ef3b50ab,telegram,общий вопрос,safe,good,good_candidate,"Подскажите пожалуйста, обратно аналогично?",класс: общий вопрос / общий запрос информации; продукт: не указан; формат: не указан; нужны факты: [],"Добрый! Да, выезд будет в актуальное окно записи.",present_redacted,not_reconstructed,короткий содержательный ответ,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2025-06-17T11:57:03+00:00,telegram:local_vm_2024-[дата]#dialog=ca1a192db4c9;message=12294;part=1
447,question_item:34c4281ca88101fb896e7f1bd55673aa,question_class:1fb1c3ec06257fdfffef57f8ef3b50ab,telegram,общий вопрос,safe,good,good_candidate,Подскажите - а как нам получить домашку?,класс: общий вопрос / общий запрос информации; продукт: не указан; формат: не указан; нужны факты: [],Добрый день! Предусматривают. Сейчас передам информацию администратору. В ближайшие дни решат этот вопрос.,present_redacted,not_reconstructed,понятный следующий шаг,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2026-04-06T18:15:23+00:00,telegram:local_vm_2024-[дата]#dialog=039e[номер]dc;message=16747;part=1
448,question_item:45ead96a2076769decc5bf4a681ca86d,question_class:1fb1c3ec06257fdfffef57f8ef3b50ab,telegram,общий вопрос,safe,good,good_candidate,"Подскажите, пожалуйста, у меня сын занимается в группе по воскресеньям в актуальное окно записи.",класс: общий вопрос / общий запрос информации; продукт: не указан; формат: не указан; нужны факты: [],"Добрый день! Заполните, пожалуйста, заявление.",present_redacted,not_reconstructed,короткий содержательный ответ,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2026-02-09T08:41:58+00:00,telegram:local_vm_2024-[дата]#dialog=7c5ee147b460;message=15576;part=1
449,question_item:469f61dca896e1f6f5bbbd6959f488a3,question_class:eb52970c9da02b76791a87202db3d3a5,telegram,общий вопрос,safe,good,good_candidate,А информатика обычно в какой день?,класс: общий вопрос / ручной разбор: без уточненного подкласса / информатика; продукт: не указан; формат: не указан; нужны факты: [],"Да, обычно друг за другом ставят. Можно разбить по дням. Или 3 пары друг за другом.",present_redacted,not_reconstructed,объяснение порядка,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2025-05-27T13:46:24+00:00,telegram:local_vm_2024-[дата]#dialog=1c3d5a35f09c;message=11876;part=1
450,question_item:57bdcd8a546b702caf28afb22616d3b8,question_class:1fb1c3ec06257fdfffef57f8ef3b50ab,telegram,общий вопрос,safe,good,good_candidate,"Подскажите, будет ещё кака-то информация?",класс: общий вопрос / общий запрос информации; продукт: не указан; формат: не указан; нужны факты: [],"Добрый день! За 1, 5 - 2 недели до начала смены, Вам придет памятка и тестирование. Также потребуется подготовить (позже будет рассылка дополнительно в памятке): Медицинская справка 079У (действует в течение 3 мес) Справка о санэпидокружении обычно № 291 (срок действия 3 дня до приезда)",present_redacted,not_reconstructed,короткий содержательный ответ,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2025-02-28T12:24:43+00:00,telegram:local_vm_2024-[дата]#dialog=ca1a192db4c9;message=10915;part=2
451,question_item:2c084d2b59ca8771763fa29eed158c85,question_class:29a91fef5b3bc310d116d7680e247495,telegram,обратная связь,safe,good,good_candidate,Как вам можно позвонить?,класс: обратная связь / звонок по телефону; продукт: не указан; формат: не указан; нужны факты: [],Добрый день! Удалось связаться с сотрудником?,present_redacted,not_reconstructed,короткий содержательный ответ,,,true,false,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",Понял(а) вопрос. Менеджер проверит актуальные детали и вернется с точным ответом.,[],draft_only_needs_review,draft_answer_exists_needs_review,2026-04-15T10:18:39+00:00,telegram:local_vm_2024-[дата]#dialog=08a28792d74b;message=16897;part=1
452,question_item:2c256c8774609fe735482820f14bf522,question_class:713ce8257b6c58c8242a6830ca4a1f94,call,обратная связь,safe,good,good_candidate,"Клиентка сообщает, что сейчас на Сахалине и разговаривать неудобно; просит перезвонить через неделю, когда вернется.",класс: обратная связь / просьба перезвонить; продукт: не указан; формат: не указан; нужны факты: [],"Понял, сейчас вы на Сахалине и неудобно обсуждать. Тогда я перезвоню вам актуальное окно записи после возвращения. Подскажите, пожалуйста, в какой день и время лучше набрать, чтобы спокойно обсудить летнюю школу?",present_redacted,not_reconstructed,запрос нужных данных,,,true,false,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.","Понял(а). Чтобы менеджер проверил вопрос, уточним только необходимые данные и вернемся с ответом.",[],draft_only_needs_review,draft_answer_exists_needs_review,2025-08-19T13:44:57+00:00,call:enriched_reviews.csv#moment=3a[номер]e3a3
