sample_rank,question_item_id,question_class_id,channel,topic,risk_group,answer_classification,unsafe_reasons,outdated_or_unverified_fact_risks,historical_manager_answer_safe,safe_pattern_summary,usable_as_fact
331,question_item:10329aa13f432c76a72ba0113d6dacd3,question_class:8400bc993bac69a813cd21dc46780d2e,call,жалобы,negative,unsafe,manager_only_high_risk_topic,,"спасибо, зафиксировала: 78 баллов, поступили в МИЭФ ВШЭ, и в целом обучение понравилось. По второму ребенку условия действительно лучше уточнить точно. Подскажите, пожалуйста, в каком он классе и какие предметы могут быть актуальны? Я проверю семейную актуальные варианты и возможные программы лояльности и отправлю вам на почту конкретные условия, чтобы не говорить предположениями.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
332,question_item:110f0eb37c0165af4f31b473802284af,question_class:721fead03d8a1e88f55f1e8ed24dd48b,call,жалобы,negative,unsafe,manager_only_high_risk_topic,,"Да, сможете сравнить результат: актуальное окно записи ребенок проходит входное тестирование, по нему мы определяем уровень и профильную группу, а в конце будет итоговое тестирование. После него можно будет понять динамику и какие темы стоит подтянуть дальше. Если ваша главная цель — ЕГЭ по математике, я бы предложил после смены отдельно обсудить годовой курс с сентября, чтобы не потерять темп подготовки.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
333,question_item:187194a9e79b11bcf222d1deddac18bb,question_class:3e0e19d2007ddaeb75b7136c49056394,call,жалобы,negative,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,,"Понимаю ваш вопрос: если ученик подключился в феврале, актуальные вариантыь тем действительно могла пройти мимо него. Поэтому 50 баллов стоит воспринимать не как окончательную оценку способностей, а как срез текущих пробелов. Я отправлю вам отзыв на почту и попрошу преподавателя коротко выделить, что ученик повторить в первую очередь: геометрию, тригонометрию, стереометрию и первую актуальные вариантыь.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
334,question_item:1b32abac083615895112e938c7bba75c,question_class:1e80643d9ab25ded9d1ac3c1b7e3c062,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
335,question_item:1b67729188225049d19bfeb6f3ad87eb,question_class:9f44dab57e82fecadd7776de7b74440c,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Спасибо, очень рад, что ученик понравилось. Пожелание про тех же вожатых зафиксирую, ближе к смене сможем сориентировать по составу команды. По учебному году могу отправить расписание для 8 класса; подскажите, какие предметы ученик сейчас актуальны и какие дни удобнее? Я пришлю варианты на почту и через пару дней уточню, что подошло.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
336,question_item:1cfd46f01a30b221095585dab0c9af50,question_class:fe7fa08f368634b34cef5d652c8f3737,call,жалобы,negative,unsafe,manager_only_high_risk_topic,,"Понимаю ваше удивление: при таком опыте у ребенка результат 6 из 20 действительно нужно перепроверить. Я сейчас передам куратору запрос на саму работу и повторную проверку баллов. Также отдельно отмечу просьбу о переводе в сильную группу по информатике. По итогам проверки с вами свяжутся и объяснят, где ошибки и можно ли перевести его уже сейчас. До ответа лучше пусть он сходит на занятие, чтобы не терять материал.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
337,question_item:1e5b3b0a16cd72c4c84807f0628381b2,question_class:22b0287fd6b0344de52525eacad1828e,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Поняла, онлайн вам не подходит, тогда его не предлагаю. ученик понравилась летняя школа, я отправлю на почту информацию именно по зимней выездной школе и добавлю вас в список интересующихся. Подскажите, вам важнее даты заездов или программа по математике и физике? Пришлю материалы, когда будет готово расписание, и отдельно отмечу, что годовые онлайн-курсы не актуальны.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
338,question_item:2043cf8854c09202182f9e59b6b63014,question_class:da8ed4e9f6fbef6dfe27d489a39c4012,call,жалобы,negative,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,,"спасибо, что так подробно рассказали. Очень важно, что после сложной ситуации в школе ученик стал спокойнее относиться к физике и включился в предмет. Я проверю, чтобы новый отзыв после второго среза вам передали отдельно, если он уже отличается от старого в кабинете. Если у вас появятся темы, которые хочется подтянуть в первую очередь, напишите нам, мы передадим преподавателю.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
339,question_item:2388007b999e6d14151f753836e883b3,question_class:1e80643d9ab25ded9d1ac3c1b7e3c062,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Да, все верно: по занятиям у ученика картина хорошая, преподаватель отмечает нормальный прогресс и хорошую посещаемость. Единственное, актуальные вариантыь домашних заданий и срезов не закрыта, их лучше доделать, чтобы закрепить темы актуальное окно записи. По следующему году не тороплю: отправим информацию на почту, а в актуальное окно записи аккуратно вернемся и обсудим, что вам подойдет по расписанию и формату.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
340,question_item:25a9d356c5c4f27524b02ea2e23f1ae9,question_class:75635982d8aff33242aee1c433d1172b,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Понял, не буду настаивать. Подскажите, причина больше в расписании, цене или формате? Я зафиксирую и вернусь только если появится подходящий вариант.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
341,question_item:2748c43daa96b8cab70188b09390f7df,question_class:aedd742cf85c277862c8357fdbf79779,call,жалобы,negative,unsafe,manager_only_high_risk_topic,,"спасибо, это важный комментарий. Я зафиксирую, что во второй группе хочется больше устной проверки понимания, и передам это куратору и преподавателю. По второму срезу отдельно уточню дату и напишу вам. По письмам тоже проверю, почему отзыв не дошел на почту: если нужно, продублируем и поправим адрес. Вернусь к вам с ответом до конца завтрашнего дня.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
342,question_item:2879c2325a36dcf79777a456c77f31ed,question_class:79f70bf26797d224ca837bbab3be98a6,call,жалобы,negative,unsafe,manager_only_high_risk_topic,contains_dynamic_business_terms,"Зафиксирую интерес на следующий учебный год. Какие предметы и дни вам принципиальны? Когда расписание будет готово, вернусь с конкретными вариантами.","Признать неудобство без спорных обещаний, зафиксировать суть проблемы и передать менеджеру для проверки.",false
372,question_item:26a70a1efa6ebdfee3f41f4d508e45fb,question_class:b5271ae215b7f3b7eb316e57ea6b02c9,call,посещение / отсутствие / отметки,safe,outdated,,contains_dynamic_business_terms,"Понимаю, что стоимость важна. Давайте подберем формат по бюджету: летний лагерь, варианты оплаты/актуальные варианты и срок, до которого можно закрепить место.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
391,question_item:0af2c069881b7cd14f974a20acba125d,question_class:ff63a6eb3cd92935b0cd1fc222fbc071,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Да, у нас есть и очные, и онлайн-занятия для 10 класса. По очным вариантам: адрес, который подтвердит менеджер при наш учебный центр по воскресеньям, а по центру Москвы и онлайн-группам сейчас точнее сориентирует коллега. Чтобы сразу подобрать подходящее: какие предметы рассматриваете и какие дни вам точно неудобны? Я передам это коллеге, чтобы она не задавала всё заново.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
392,question_item:291ae6c7b5c5a197e8b15352b73ce8ae,question_class:8d778cbbf13a6d75f11cdd3cd8874201,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Да, поясню: по подготовительным занятиям можем прислать варианты Фотона, а зимнюю школу сейчас отдельно ведет наш учебный центр, я также передам по ней информацию. Чтобы не предлагать неудобное, подскажите, от какого района вам реально ездить и сколько времени в одну сторону допустимо? Я сейчас отправлю список очных и онлайн-программ в WhatsApp, а после того как вы посмотрите, свяжусь и помогу выбрать по дороге и эффективности.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
393,question_item:3a8482dafa3a12f4f1b09b795b812e99,question_class:b21bbcf2164d4b65bb3f76a3161b89d3,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Степан, можно взять только математику или только физику, это два отдельных курса по 2 часа. Я пришлю программы, но они немного адаптируются после тестирования группы. Чтобы вам проще было выбрать, уточню: сейчас важнее усилить школьную математику, подготовку к олимпиадам или попробовать физику как новый профиль? После консультации по зимнему лагерю я могу вернуться к вам и помочь выбрать один или два предмета.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
394,question_item:41a17a7a1e9a5f0c847ce69659d79db2,question_class:6360a38739c5c8005935d9c5581c9cf8,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
395,question_item:46912bd0645c0e0f072549b6ce6528c4,question_class:58d8428bc12d814e1c9277da277f8168,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Понимаю, для вас принципиально, чтобы ребенок ехал не в обычном общественном транспорте, а с сопровождающим и понятной группой детей. Сейчас точно проверю: кто сопровождает, будет ли транспорт только для участников и где именно посадка. действующие правила изменения или отмены услуги отправлю на email сразу после звонка. По тестированию также менеджер свяжется с вами после проверки менеджер свяжется с вами после проверки со всеми ответами.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
396,question_item:6327514814ff571950a175cf627624cf,question_class:6360a38739c5c8005935d9c5581c9cf8,call,транспорт / логистика,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
403,question_item:01cac033a381c12ac527bfe4715bf28f,question_class:141c6925b412a9a6adad50b52b15d3bb,telegram,обрывок без клиентского вопроса,safe,no_answer,,,"Извините, неверно Вам написали информацию. Оплаченный период в адрес, который подтвердит менеджер закончился актуальное окно записи, в базе еще были не списаны занятия. Сейчас обновили информацию. Можно с этих выходных перейти на занятия по информатике в Москве.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
404,question_item:06e8548b2e8ecb628ce52a537141714e,question_class:ffac2106e26c1b1c9627f696c80d78f2,call,обрывок без клиентского вопроса,safe,no_answer,source_required_personal_data_redaction,,"Да, вижу вопрос. Можно, чтобы ученик подошел к преподавателю после занятия, но я также могу передать администратору группы, что вы хотите обсудить индивидуальную программу по информатике. Подскажите, пожалуйста, вам важно усилить текущие темы, подготовку к олимпиадам или закрыть пробелы? Тогда мы точнее сформулируем запрос педагогу.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
405,question_item:1a78a7ac5cb6d9d6e4fa1b69e77086f1,question_class:4e9b45ffa718516b0a85cd83a148696a,call,обрывок без клиентского вопроса,safe,no_answer,,contains_dynamic_business_terms,"Зафиксирую интерес на следующий учебный год. Какие предметы и дни вам принципиальны? Когда расписание будет готово, вернусь с конкретными вариантами.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
406,question_item:1c2013a1db26627c214966899faf2abf,question_class:d3d03e1c0a17c2dfec4d22699f7bf0e7,telegram,обрывок без клиентского вопроса,safe,no_answer,,,"Русского языка нет, только физика и математика. Для записи пришлите, пожалуйста, ФИО ученика, класс, дату рождения, ФИО родителя, контактный номер для связи, адрес электронной почты.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
407,question_item:1e0e40898eb0a55d2c359a795f181210,question_class:141c6925b412a9a6adad50b52b15d3bb,telegram,обрывок без клиентского вопроса,safe,no_answer,,,Добрый день! Запросим д/з у преподавателя и уточним информацию.,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
408,question_item:2109167f2404be6d3e79baa074d494cc,question_class:141c6925b412a9a6adad50b52b15d3bb,telegram,обрывок без клиентского вопроса,safe,no_answer,,,"Доброе утро! Напишите, пожалуйста, какой класс и кто ведет группу? Будут приняты меры.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
409,question_item:003fd9d2fbf556b1da6220ad7be25ba7,question_class:3e80a802dfadc3001533936c078b20ed,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,source_required_personal_data_redaction,,"Вы занимались сначала в олимпиадной ученик А. М, потом перешли в продвинутую к Бессонному С. С.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
410,question_item:05619116d7fe846db98e137d52996290,question_class:3866ac6e7cb4427054178f19f9e76c36,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,,,"Нет, ранее мы сотрудничали и проводили совместные лагеря с наш учебный центр, сейчас проводит лагеря отдельно.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
411,question_item:07d58947dc8b0f35b379f54eca61bd65,question_class:3866ac6e7cb4427054178f19f9e76c36,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,,,"Да, заполняете и присылаете нам скан на эл. почту. Оригинал в 2 экземплярах привозите на смену.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
412,question_item:094e49539629c780aab6617ffeed8a4e,question_class:3866ac6e7cb4427054178f19f9e76c36,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,,,"Добрый день! На платформе было выложено тестирование, нужно пройти его.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
413,question_item:17f3bd2eae77c61e1564e4064db4cbef,question_class:3866ac6e7cb4427054178f19f9e76c36,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,,,"Занятия проходят в формате семинара, идет разбор материала педагогом, далее ученики работают возле доски или с места (группы до 12 человек) Сейчас в доступных группах: в актуальное окно записи - 4 человека В актуальное окно записи - 10 человек Для определения базового уровня подготовки при записи направляем тестирование для ученика.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
414,question_item:237614d77eda200da001856aa71e0d25,question_class:3866ac6e7cb4427054178f19f9e76c36,telegram,неполный контекст / уточнение предыдущего сообщения,safe,no_answer,,,"Добрый день! Напишите, пожалуйста, ФИО ученика. С Вами свяжется старшая вожатая.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
419,question_item:1e9b9adc02f78516cd2a01dbac3d9b15,question_class:93f216cbf8b1f7bedd025befdd323041,call,возраст / класс / уровень,safe,outdated,,contains_dynamic_business_terms,"Зафиксирую интерес на следующий учебный год. Какие предметы и дни вам принципиальны? Когда расписание будет готово, вернусь с конкретными вариантами.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
420,question_item:3b4d61a2dd45c2d3b7c8356b3c0c6b94,question_class:2674313faaea5d28e8341b2795ed1de7,call,возраст / класс / уровень,safe,outdated,,contains_dynamic_business_terms,"Понимаю, что стоимость важна. Давайте подберем формат по бюджету: летний лагерь, варианты оплаты/актуальные варианты и срок, до которого можно закрепить место.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
427,question_item:20d9a97ad36549a6f01fb3e372d49eac,question_class:d263bdce9890049e64dca980f005ae95,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact|review_requires_actual_fact_check,"актуальные варианты действует до актуальное окно записи. Далее будет действовать прайс актуальное окно записи уч. года. за 1-й семестр (20 занятий) — актуальную стоимость, за 2-й семестр (15 занятий) — актуальную стоимость, за год (35 занятий)— актуальную стоимость","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
428,question_item:25506c2428faa40c6693b269f829c479,question_class:8ca728d3f7ca5d92c626e2313a3ac785,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Мы учитываем Татьяну, как друга. За нее можно получить кешбэк.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
429,question_item:3edb87583b29594ac8085edfb2a525fb,question_class:e88cf26da8052be592ac09f066a94cf8,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Да, стоимость смены будет актуальную стоимость","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
430,question_item:3fef88f51ef0c21fa51526a60c22c60d,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,Сейчас стоимость при актуальное окно записи актуальную стоимость Уточним по дополнительной актуальные варианты и напишем Вам. 🙏🏼,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
431,question_item:427f10c4637275c96efa5a4418b315d7,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,Добрый день! С учетом персональной актуальные варианты при оплате актуальное окно записи стоимость будет составлять актуальную стоимость Записать ученика на выбранные даты?,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
432,question_item:4c308c7fc9c908e78ff7c73d43f5a9b7,question_class:4aef9c6ba9c33b0fb33441ef1e41a734,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Да, нужно будет заполнить заявление и прислать необходимые документы.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
433,question_item:05f77c42a00b4054b1ae9f233b01fb97,question_class:752b01c7ec3718c0a8b3ec28dbd71222,call,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,"Галина, да, это учебный центр ФОТОН, у нас в прошлом году были онлайн занятия по математике и физике. Понимаю, что название могло не запомниться. Уточните, пожалуйста, у дочери, актуальны ли ей занятия на этот учебный год, а я менеджер свяжется с вами после проверки после актуальное окно записи и предложу варианты только по тем предметам, которые вам нужны.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
434,question_item:0a1f66fa8f0144657d5d5b57d5f2c4ba,question_class:752b01c7ec3718c0a8b3ec28dbd71222,telegram,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,Углубленная математика с элементами разбора олимпиад.,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
435,question_item:0de19bc8476a08c32a2d3bdeea9fff8b,question_class:752b01c7ec3718c0a8b3ec28dbd71222,telegram,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact|review_requires_actual_fact_check,"Добрый день! Подскажите, пожалуйста, ранее занимались на наших курсах?","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
436,question_item:163d97fec26ed9a349d5afdbf03d1eea,question_class:7fd913ace89847dd160e0818cd0f4222,call,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Понимаю, на странице блок действительно ниже и его легко пропустить. Я сейчас отправила вам прямую ссылку. Откройте ее, пожалуйста, и пролистайте до блока «Распорядок дня» под программой курса. Если не откроется, я останусь на линии и сориентирую по экрану.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
437,question_item:1a160ea7922fb849ab17b3fd31de47fe,question_class:02ac7a8d13f83ea29a7c38f337a62b75,call,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Поняла вас: вам нужен именно онлайн для 5 класса, потому что ездить в адрес, который подтвердит менеджер неудобно, а на сайте вы увидели такой вариант. Сейчас переведу на специалиста по онлайн-программам, он точно подскажет доступные группы и расписание. Чтобы вам не пришлось повторять все с начала, зафиксирую: речь про 5 класс и онлайн-формат, верно?","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
438,question_item:1f47e856da5c0b0dd0c1238acc62c80a,question_class:3ba8b41709d6a7af0c4c9ac52d57e6af,telegram,адрес / очная площадка,safe,outdated,,requires_current_location|answer_status_requires_current_fact,"Добрый день! Документы у администратора. Она в актуальное окно записи будет на адрес, который подтвердит менеджер, который подтвердит менеджер, в актуальное окно записи на адрес, который подтвердит менеджер.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
482,question_item:7bac4423f97bc38c54ad9527d19d98e6,question_class:0903ccfe3404b299e8ebaefcbb280462,telegram,программа,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,С учетом актуальные варианты на второй предмет - актуальную стоимость,"Ответить по сути программы общими словами и попросить менеджера проверить детали под класс, предмет и формат.",false
483,question_item:80522fdad108be3ba08cfb2490d148ee,question_class:f581c24efce4e68daebff85f3c135cae,call,программа,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Да, конечно, пришлю варианты по 8 классу. По математике можем сохранить стоимость этого года при оплате до конца лета, а если добавите физику вторым предметом, будет актуальные варианты на второй курс. Чтобы сразу подобрать подходящее, подскажите, пожалуйста, какие дни или время ученик точно неудобны и физику вы рассматриваете для общего усиления или уже под конкретную цель? Как только расписание утвердят, я вернусь с конкретными группами.","Ответить по сути программы общими словами и попросить менеджера проверить детали под класс, предмет и формат.",false
484,question_item:d7e12cc2ae04ccf65a4ccabb70c7e07d,question_class:0d6ae03ca1f2eed264c6052165d7e188,telegram,программа,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,Добрый день! Сейчас действует актуальные варианты по актуальное окно записи включительно. Можно оплатить актуальное окно записи уч. год по цене актуальное окно записи уч. года.,"Ответить по сути программы общими словами и попросить менеджера проверить детали под класс, предмет и формат.",false
485,question_item:5ca3b152fa0cb2f25b22aab7153e7ce9,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Добрый день! Да, места есть, можем записать. актуальные варианты на двоих детей нет, сейчас действует актуальные варианты при оплате до актуальное окно записи. актуальные варианты - актуальную стоимость руб. За второго ребенка после смены можно будет получить кэшбек в размере актуальную стоимость по актуальные варианты ""Приведи друга"".","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
486,question_item:62376fbc0cb96980081fed3fe2a1ab5b,question_class:ca6c42913c019e21dcc99d32bbe5d05c,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Добрый день! Вас интересуют смены дневного пребывания или с проживанием? В сменах дневного пребывания тестирование проходит в первый день занятий, в сменах с проживанием за 2 недели до начала. Отсева по тестированию нет, только для распределения по группам по уровню знаний. актуальные варианты есть для многодетных семей.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
487,question_item:64c6ad697281abd5364de8450f47284c,question_class:1af224424a2bb7e369a73e04a66a79d3,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,Добрый день! При оплате мат. капиталом актуальные варианты кешбэк оформим сразу.,"Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
488,question_item:6b86da36110e031fb8c155043f7d613d,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Да, на второй и последующие предметы действует актуальные варианты.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
489,question_item:7de1d96c8b69af9194ecfcc5b1cc696e,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,Напишите в этот чат. Запишем ученика и направим документы для оплаты на эл. почту.,"Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
490,question_item:8526a833d79a1cb41e7b526ad611a9f3,question_class:2c2304716e8117f4dbb122338f464ef1,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Нет, такой актуальные варианты на данный момент нет.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
491,question_item:8619637a6819f614a1a941134ed46a62,question_class:f6b8ede2f2e158e4bfab9a8ee8cab5bc,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Смена 9 дней с актуальное окно записи. К сожалению, период актуальные варианты прошел, сейчас идет актуальные варианты - актуальную стоимость","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
492,question_item:97da37f7689cb6566ca9c12582a1ec5c,question_class:8852fba4f5ca517aa519b56df65b163a,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Добрый день! Напишите, пожалуйста, ФИО ученика. Рассчитаем для Вас стоимость.","Попросить только данные, нужные для проверки, без лишних персональных деталей и без обещаний.",false
493,question_item:9db106278a1b25edfc3dda2535ae8420,question_class:1af224424a2bb7e369a73e04a66a79d3,telegram,скидки,commercial,outdated,,requires_current_discount|answer_status_requires_current_fact,"Мы учитываем Татьяну, как друга. За нее можно получить кешбэк.","Коротко ответить по сути, отделить стиль от фактов и оставить точные условия на проверку менеджера.",false
